"","player_api_id","player_fifa_api_id.x","player_name","birthday","overall_rating","gk_total","n_appearances","n_leagues"
"181","183482","195012","Adrian Sardinero Corpa","1990-10-13 00:00:00","66","59","4","1"
"182","168047","192072","Adrian Stoian","1991-02-11 00:00:00","72","45","12","1"
"183","114790","184549","Adrian Winter","1986-07-08 00:00:00","66","68","129","1"
"184","169756","194911","Adrian","1987-01-31 00:00:00","78","387","121","2"
"185","167648","193351","Adriano De Pierro","1991-01-11 00:00:00","59","55","16","1"
"186","280969","205122","Adriano Facchini","1983-03-12 00:00:00","72","357","118","1"
"187","39190","163653","Adriano Ferreira Pinto","1979-12-10 00:00:00","75","145","48","1"
"188","172172","193874","Adriano Jose de Lara","1987-12-09 00:00:00","65","41","1","1"
"189","39199","135530","Adriano Pereira da Silva","1982-04-03 00:00:00","69","56","62","1"
"190","38122","137419","Adriano Russo","1987-06-06 00:00:00","68","50","9","1"
"191","121923","183243","Adriano","1982-01-21 00:00:00","69","125","1","1"
"192","30690","106019","Adriano","1982-02-17 00:00:00","89","83","11","1"
"193","33992","164082","Adriano","1984-10-26 00:00:00","79","67","132","1"
"194","41109","152769","Adriano","1980-01-29 00:00:00","70","82","13","1"
"195","171737","191221","Adrien Goni","1988-08-25 00:00:00","63","51","1","1"
"196","447107","215245","Adrien Hunou","1994-01-19 00:00:00","65","44","4","1"
"197","352879","210008","Adrien Rabiot","1995-04-03 00:00:00","77","52","54","1"
"198","557353","224823","Adrien Rawyler","1993-06-13 00:00:00","50","36","1","1"
"199","188413","197081","Adrien Regattin","1991-08-22 00:00:00","77","54","67","1"
"200","40930","184826","Adrien Silva","1989-03-15 00:00:00","80","46","146","1"
"201","317062","208787","Adrien Thomasson","1993-12-10 00:00:00","73","60","50","1"
"202","242719","203886","Adrien Trebel","1991-03-03 00:00:00","74","61","51","2"
"203","263276","205008","Adryan","1994-08-10 00:00:00","73","43","21","2"
"204","35608","53056","Afonso Alves,24","1981-01-30 00:00:00","84","121","24","1"
"205","361711","223293","Afonso","1993-01-06 00:00:00","74","52","44","1"
"206","213366","201223","Afriyie Acquah","1992-01-05 00:00:00","74","39","80","1"
"207","441441","213937","Ager Aketxe","1993-12-30 00:00:00","74","64","5","1"
"208","118883","206396","Agim Ibraimi","1988-08-29 00:00:00","74","15","8","1"
"209","119305","187338","Agon Mehmeti","1989-11-20 00:00:00","67","42","15","2"
"210","256728","219647","Agustin Vuletich","1991-11-03 00:00:00","65","56","2","1"
"211","45872","138539","Ahmed Ammi","1981-01-19 00:00:00","66","51","72","1"
"212","41399","177529","Ahmed Apimah Barusso","1984-12-26 00:00:00","71","37","1","1"
"213","513810","220968","Ahmed El Messaoudi","1995-08-03 00:00:00","65","45","28","1"
"214","111930","191005","Ahmed El Mohamady","1987-09-09 00:00:00","77","42","109","1"
"215","561140","219913","Ahmed Hamoudi","1990-07-21 00:00:00","66","54","4","1"
"216","403003","210259","Ahmed Hassan Koka","1993-03-05 00:00:00","76","62","66","1"
"217","297556","210648","Ahmed Hegazy","1991-01-25 00:00:00","66","51","1","1"
"218","41182","172423","Ahmed Kantari","1985-06-28 00:00:00","72","47","101","1"
"219","120917","188825","Ahmed Kashi","1988-11-18 00:00:00","70","56","15","1"
"220","232103","201818","Ahmed Musa","1992-10-14 00:00:00","76","61","34","1"
"221","174597","195843","Ahmed Saied Okka","1984-03-13 00:00:00","65","55","23","1"
"222","174600","163658","Ahmed Samir Farag","1986-05-20 00:00:00","64","53","7","1"
"223","148953","188795","Ahmed Soukouna","1990-01-13 00:00:00","53","45","1","1"
"224","441166","213932","Ahmet Ozcan","1995-03-07 00:00:00","50","53","1","1"
"225","410141","216204","Aidan Connolly","1995-08-15 00:00:00","61","63","9","1"
"226","582500","227760","Aidan Nesbitt","1997-02-05 00:00:00","53","56","4","1"
"227","199829","197939","Aiden Chippendale","1992-05-24 00:00:00","56","50","1","1"
"228","32448","155885","Aiden McGeady","1986-04-04 00:00:00","83","139","70","2"
"229","34319","1323","Aimo Stefano Diana","1978-01-02 00:00:00","79","114","52","2"
"230","213737","194076","Airam Cabrera","1987-10-21 00:00:00","65","48","20","1"
"231","133535","187954","Airton","1990-02-21 00:00:00","76","57","10","1"
"232","128843","188132","Aislan","1988-01-11 00:00:00","67","48","17","1"
"233","715642","233642","Aissa Laidouni","1996-12-13 00:00:00","59","61","1","1"
"234","210683","201143","Aissa Mandi","1991-10-22 00:00:00","79","64","124","1"
"235","185301","193364","Aitor Nunez","1987-10-02 00:00:00","67","128","4","1"
"236","33993","9639","Aitor Ocio","1976-11-28 00:00:00","77","138","34","1"
"237","24160","109693","Aiyegbeni Yakubu","1982-11-22 00:00:00","84","134","59","1"
"238","243127","202271","Akaki Gogia","1992-01-18 00:00:00","69","58","4","1"
"239","20771","201971","Akihiro Ienaga","1986-06-13 00:00:00","74","57","4","1"
"240","244128","202373","Akoete Eninful","1992-07-21 00:00:00","59","56","3","1"
"241","23163","172176","Akos Buzsaky","1982-05-07 00:00:00","72","45","10","1"
"242","31255","151473","Akpo Sodje","1981-01-31 00:00:00","69","130","13","1"
"243","127255","198781","Akwetey Mensah","1983-04-15 00:00:00","60","54","10","1"
"244","33451","53027","Alaeddine Yahia","1981-09-26 00:00:00","72","64","107","1"
"245","26085","169072","Alain Cantareil","1983-08-15 00:00:00","68","124","7","1"
"246","34268","49939","Alain Nef","1982-02-06 00:00:00","71","131","167","2"
"247","182847","209352","Alain Pierre Mendy","1989-11-17 00:00:00","58","57","2","1"
"248","36785","52778","Alain Rochat","1983-02-01 00:00:00","72","127","104","1"
"249","67393","138421","Alain Schultz","1983-02-17 00:00:00","64","47","36","1"
"250","34417","178036","Alain Traore","1988-12-31 00:00:00","76","57","76","1"
"251","95220","184261","Alain Wiss","1990-08-21 00:00:00","63","63","139","1"
"252","32693","4246","Alan Combe","1974-04-03 00:00:00","68","337","37","1"
"253","32547","140307","Alan Gow","1982-10-09 00:00:00","71","140","17","1"
"254","37085","36846","Alan Haydock","1976-01-13 00:00:00","64","148","11","1"
"255","267728","229983","Alan Henrique","1991-06-19 00:00:00","71","54","5","1"
"256","32870","139533","Alan Hutton","1984-11-30 00:00:00","79","54","135","2"
"257","92935","184858","Alan Kardec","1989-01-12 00:00:00","76","54","9","1"
"258","14100","110606","Alan Mannus","1982-05-19 00:00:00","69","341","156","1"
"259","32845","173681","Alan Martin","1989-01-01 00:00:00","60","311","1","1"
"260","23081","13354","Alan Maybury","1978-08-08 00:00:00","66","54","76","1"
"261","24024","164980","Alan O'Brien","1985-02-20 00:00:00","69","138","14","1"
"262","667963","229248","Alan Schons","1993-05-24 00:00:00","70","45","5","1"
"263","30248","13739","Alan Smith","1980-10-28 00:00:00","80","114","11","1"
"264","23881","158087","Alan Tate","1982-09-02 00:00:00","69","56","8","2"
"265","312585","208614","Alan Uryga","1994-02-19 00:00:00","61","60","56","1"
"266","25926","20556","Alan","1979-09-19 00:00:00","79","57","157","1"
"267","441173","225676","Alassane Diallo","1995-02-19 00:00:00","62","57","1","1"
"268","294859","206467","Alassane Plea","1993-03-10 00:00:00","75","69","44","1"
"269","289250","192731","Alassane Tambe","1992-01-26 00:00:00","66","55","30","2"
"270","160220","188706","Alassane Toure","1989-02-09 00:00:00","67","63","21","1"
"271","121488","188382","Alban Joinel","1979-09-14 00:00:00","61","312","1","1"
"272","698273","231691","Alban Lafont","1999-01-23 00:00:00","70","355","24","1"
"273","94883","203822","Alban Meha","1986-04-26 00:00:00","74","61","13","1"
"274","177689","229013","Alban Pnishi","1990-10-20 00:00:00","63","58","21","1"
"275","37503","14907","Albano Benjamin Bizzarri","1977-11-09 00:00:00","80","402","108","1"
"276","41173","176407","Albert Baning","1985-03-19 00:00:00","68","132","8","1"
"277","35831","144050","Albert Bunjaku","1983-11-29 00:00:00","74","54","74","2"
"278","45605","110375","Albert Crusat","1982-05-13 00:00:00","76","45","89","2"
"279","37483","14510","Albert Meyong Ze","1980-10-19 00:00:00","79","95","57","1"
"280","396912","212030","Albert Rafetraniaina","1996-09-09 00:00:00","62","66","13","1"
"281","37920","110652","Albert Riera","1982-04-15 00:00:00","82","147","33","1"
"282","484858","210423","Albert Rusnak","1994-07-07 00:00:00","74","53","60","1"
"283","36066","113441","Albert Streit","1980-03-28 00:00:00","81","119","4","1"
"284","27694","103935","Alberto Aquilani","1984-07-07 00:00:00","83","155","134","3"
"285","107929","191688","Alberto Botia","1989-01-27 00:00:00","77","52","133","1"
"286","299879","210358","Alberto Brignoli","1991-08-19 00:00:00","68","333","1","1"
"287","41168","178087","Alberto Bueno","1988-03-20 00:00:00","77","51","88","2"
"288","38395","110638","Alberto Cifuentes","1979-05-29 00:00:00","71","354","15","1"
"289","47565","172013","Alberto De la Bella","1985-12-02 00:00:00","78","52","136","1"
"290","39425","2431","Alberto Fontana","1967-01-23 00:00:00","77","384","4","1"
"291","30143","173023","Alberto Frison,18","1988-07-21 00:00:00","74","360","18","1"
"292","102394","186681","Alberto Garcia","1985-02-09 00:00:00","70","351","6","1"
"293","30881","5879","Alberto Gilardino","1982-07-05 00:00:00","85","117","226","1"
"294","42460","178492","Alberto Giuliatto","1983-09-17 00:00:00","64","130","25","1"
"295","575364","220475","Alberto Grassi","1995-03-07 00:00:00","70","49","15","1"
"296","543020","198474","Alberto Guitian","1990-07-29 00:00:00","68","58","1","1"
"297","37451","110341","Alberto Lopo","1980-05-05 00:00:00","80","51","169","1"
"298","32763","8741","Alberto Luque,21","1978-03-11 00:00:00","79","109","21","1"
"299","39743","123617","Alberto Maria Fontana","1974-12-02 00:00:00","66","321","12","1"
"300","314605","205566","Alberto Moreno","1992-07-05 00:00:00","79","54","93","2"
"301","109121","186961","Alberto Paloschi","1990-01-04 00:00:00","77","58","132","2"
"302","39302","178452","Alberto Pelagotti","1989-03-09 00:00:00","67","334","6","1"
"303","231977","190982","Alberto Perea","1990-12-19 00:00:00","69","37","6","1"
"304","74028","188017","Alberto Pomini","1981-03-17 00:00:00","67","326","6","1"
"305","42121","158440","Alberto Regazzoni","1983-05-04 00:00:00","68","50","80","1"
"306","2790","110809","Alberto Rey","1974-02-15 00:00:00","73","144","50","1"
"307","30273","135734","Alberto Rivera","1978-02-16 00:00:00","75","49","97","1"
"308","88521","168580","Alberto Rodriguez","1984-03-31 00:00:00","78","59","82","1"
"309","38576","162047","Alberto Zapater","1985-06-13 00:00:00","75","55","35","2"
"310","527104","222352","Albian Ajeti","1997-02-26 00:00:00","64","56","3","1"
"311","26401","140556","Albin Ebondo","1984-02-23 00:00:00","73","56","96","1"
"312","71768","181318","Albin Ekdal","1989-07-28 00:00:00","75","25","154","2"
"313","493418","220668","Albion Avdijaj","1994-01-12 00:00:00","54","46","14","1"
"314","281864","223965","Aldair","1992-01-31 00:00:00","69","51","15","1"
"315","661509","230687","Aldin Turkes","1996-04-22 00:00:00","54","56","1","1"
"316","93343","182822","Aldo Angoula","1981-05-04 00:00:00","70","50","73","1"
"317","664961","230079","Aldo Kalulu","1996-01-21 00:00:00","66","46","1","1"
"318","33759","6775","Aldo Pedro Duscher","1979-03-22 00:00:00","77","136","46","1"
"319","39345","178117","Aleandro Rosi","1987-05-17 00:00:00","73","47","120","1"
"320","467052","216332","Alec Luyckx","1995-05-19 00:00:00","57","43","2","1"
"321","450292","213902","Alef","1995-01-28 00:00:00","68","48","1","1"
"322","189192","202493","Aleix Vidal","1989-08-21 00:00:00","79","47","64","1"
"323","38131","171315","Alejandro Alfaro","1986-11-23 00:00:00","75","42","69","1"
"324","26120","170568","Alejandro Alonso","1982-03-03 00:00:00","74","56","61","1"
"325","191906","197890","Alejandro Arribas","1989-05-01 00:00:00","78","54","143","1"
"326","169217","191173","Alejandro Bedoya","1987-04-29 00:00:00","75","47","70","2"
"327","151079","188931","Alejandro Bergantinos","1985-06-07 00:00:00","74","55","93","1"
"328","45220","143076","Alejandro Daro Gomez","1988-02-15 00:00:00","79","41","144","1"
"329","10348","138810","Alejandro Dominguez","1981-06-10 00:00:00","78","52","39","1"
"330","97657","153164","Alejandro Faurlin","1986-08-09 00:00:00","75","49","34","2"
"331","303484","199487","Alejandro Galvez","1989-06-06 00:00:00","76","46","94","2"
"332","168569","216666","Alejandro Gonzalez","1988-03-23 00:00:00","73","45","22","1"
"333","288406","210035","Alejandro Grimaldo Garcia","1995-09-20 00:00:00","70","50","2","1"
"334","187150","202612","Alejandro Martinuccio","1987-12-16 00:00:00","75","50","5","1"
"335","282470","203895","Alejandro Pozuelo","1991-09-20 00:00:00","72","50","39","3"
"336","302911","218415","Aleksandar Bjelica","1994-01-07 00:00:00","65","60","11","2"
"337","364496","225385","Aleksandar Cavric","1994-05-18 00:00:00","68","57","6","1"
"338","522571","224159","Aleksandar Damcevski","1992-11-21 00:00:00","64","50","8","1"
"339","167094","193211","Aleksandar Ignjovski","1991-01-27 00:00:00","73","46","73","1"
"340","16351","185103","Aleksandar Kolarov","1985-11-10 00:00:00","79","61","157","2"
"341","426005","230976","Aleksandar Kovacevic","1992-01-09 00:00:00","63","57","12","1"
"342","37515","175683","Aleksandar Lukovic","1982-10-23 00:00:00","78","151","53","1"
